timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
1762942447.3191772,-10.55,-35.16,-22.73,-75.49,-69.27,-35.14,-63.95,39.16
1762942447.5272436,-26.2,-45.5,-52.73,56.93,58.33,14.88,20.17,-71.8
1762942447.7341988,67.94,67.69,-9.55,-30.44,14.38,-61.49,7.89,-28.82
1762942447.9421248,-38.15,-56.81,-46.73,8.69,-60.51,-73.95,74.45,65.34
1762942448.150376,27.84,-24.2,0.76,-57.19,-26.03,29.73,21.03,-37.42
1762942448.3568575,71.74,49.5,-74.41,70.62,-3.2,-66.41,-26.66,17.41
1762942448.5628507,46.13,-51.14,-19.24,-19.75,10.04,44.67,-65.45,74.04
1762942448.768785,-22.3,46.87,-74.58,-4.08,59.15,52.81,-75.83,-0.76
1762942448.9754143,-73.66,-38.61,60.7,-63.9,-32.91,-40.67,38.36,-75.16
1762942449.1993294,73.78,45.3,79.25,-37.25,-74.51,67.41,20.45,29.91
1762942449.406214,-78.48,18.76,-78.18,-1.81,-30.13,62.98,20.43,0.51
1762942449.61375,27.36,-65.15,-68.32,-72.67,70.9,50.9,20.68,-8.6
1762942449.8221548,28.19,48.89,-61.97,-70.42,-12.26,6.66,-4.42,4.22
1762942450.0277307,-26.68,-33.04,-56.14,-55.05,15.29,-21.26,35.3,-47.27
1762942450.2350795,-54.3,-62.83,57.39,-20.44,-4.25,39.04,-34.82,32.9
1762942450.443154,-24.41,-38.28,-10.82,58.54,23.08,-41.69,-39.85,53.26
1762942450.6510196,69.78,5.68,5.78,28.79,-23.23,-71.88,9.43,-21.58
1762942450.8754497,51.41,-38.25,-59.22,70.39,71.74,-10.85,-13.0,-33.23
1762942451.114939,-63.11,62.28,37.83,22.45,-24.34,42.61,31.68,-1.19
1762942451.3390853,-27.44,-41.51,26.4,-72.15,-29.49,39.6,53.42,-72.85
1762942451.5455596,16.88,45.23,-68.65,20.99,-18.0,19.72,-74.71,62.65
1762942451.7538898,-34.86,31.99,-16.79,47.57,-55.27,-76.6,60.86,-61.29
1762942451.9621608,-38.57,-22.38,-73.64,16.11,70.97,62.06,-17.41,-4.53
1762942452.1713777,-46.45,26.27,35.9,23.17,68.34,-73.49,-25.35,-31.04
1762942452.3784387,-42.29,72.44,-27.82,19.51,-6.35,66.61,20.1,-7.83
1762942452.5843515,70.29,50.96,55.52,-20.55,53.88,-2.03,-49.27,5.14
1762942452.7895887,-24.0,-65.44,32.45,8.24,-36.35,-76.73,-0.35,66.48
1762942453.0257618,45.47,-70.91,51.4,18.22,26.86,-25.03,17.32,-23.37
1762942453.2323549,-68.56,-7.87,-10.46,-22.39,-31.56,-7.93,-57.53,-27.18
1762942453.43802,14.41,-30.77,48.51,40.14,38.98,58.39,7.06,-45.32
1762942453.6422625,72.67,4.67,-68.29,-74.83,-79.95,15.09,-10.56,47.73
1762942453.8487406,-21.52,-43.72,37.92,-38.91,-41.14,55.51,-29.5,73.52
1762942454.054968,35.1,12.25,-48.7,34.52,49.52,19.51,-44.99,59.48
1762942454.260595,-52.49,26.56,-0.28,76.64,45.32,32.23,-36.17,49.86
1762942454.4667146,-41.66,-22.01,53.12,53.42,4.8,62.1,18.98,62.69
1762942454.6743634,-7.97,18.64,39.08,4.59,75.89,-29.03,22.6,72.14
1762942454.8807735,-39.38,-44.64,53.28,74.54,-41.61,-17.25,-79.71,-35.44
1762942455.0878587,73.96,33.29,39.64,42.74,73.18,-73.66,-0.67,-2.38
1762942455.294727,-47.97,-77.3,37.15,-57.13,24.1,64.31,24.44,48.64
1762942455.5012102,-48.21,23.67,50.38,-40.29,-12.81,-58.92,27.94,-39.3
1762942455.7077575,-75.73,-69.98,-26.82,-75.08,-33.34,23.2,-13.97,-59.92
1762942455.9138079,-0.34,-47.85,-4.82,-69.81,67.49,75.76,-3.24,-63.19
1762942456.1389563,-35.02,-49.72,-55.24,-76.39,35.45,74.61,-4.86,3.16
1762942456.377028,62.06,-70.31,-1.11,-9.95,-48.06,-23.05,2.28,-15.46
1762942456.5828805,-11.64,-33.52,15.31,9.36,3.18,-42.07,-64.6,69.0
1762942456.7885847,-68.49,-16.0,-12.41,-52.52,-20.83,19.08,50.87,49.24
1762942456.9960597,43.58,-54.39,-38.64,-26.47,48.4,-51.52,16.93,-63.41
1762942457.204252,61.96,-47.11,-30.35,-71.36,-47.06,-67.75,-39.79,-28.78
1762942457.4114022,39.81,26.29,60.55,66.19,-17.65,-42.01,-61.07,50.69
1762942457.6327994,-42.39,-33.4,9.99,34.58,-37.3,10.66,12.12,-31.28
1762942457.8441596,65.27,9.37,35.79,68.38,35.52,-64.52,-41.35,-25.91
1762942458.0837288,-72.89,-53.54,32.78,33.38,0.29,22.02,-5.15,31.01
1762942458.3233354,-18.74,-5.25,-58.86,38.08,5.55,-64.3,76.68,-60.36
1762942458.563857,-56.63,69.54,-14.26,12.48,-76.63,-29.2,-44.44,7.25
1762942458.7885747,-64.67,-11.13,1.3,-63.58,10.31,-66.11,-50.87,-59.91
1762942458.996129,-67.16,-19.77,-35.58,2.04,53.22,-41.37,-79.31,-10.08
1762942459.203642,64.34,-29.38,-75.21,0.82,22.12,-64.06,-48.37,-59.91
1762942459.409577,67.56,10.24,-23.61,-57.18,12.45,-17.85,27.38,47.98
1762942459.618622,31.41,41.56,9.29,-61.26,17.9,-50.45,-14.89,39.48
1762942459.826075,70.75,-56.65,-57.02,-64.72,-53.72,-14.26,28.13,-5.94
1762942460.0437067,-76.31,-78.32,65.91,39.97,-10.69,-15.36,62.01,-15.7
1762942460.2578921,55.8,71.69,-40.46,-32.3,-9.36,61.01,60.29,64.46
1762942460.496132,3.36,2.54,12.99,-30.07,-1.93,-68.03,-45.17,40.11
1762942460.7493117,-50.09,-56.04,4.83,1.16,-78.41,-42.78,69.63,7.9
1762942460.9571087,52.3,-41.11,-35.61,3.61,-57.89,-43.17,68.53,-55.88
1762942461.1632764,-5.48,-64.49,64.45,57.4,-67.39,57.94,-31.73,73.7
1762942461.3714406,-4.05,-55.66,37.8,-75.99,-10.79,-36.24,-47.41,11.2
1762942461.5794547,-31.34,54.82,-9.46,-55.75,-23.12,59.56,-6.81,-19.38
1762942461.7871828,-0.87,26.65,4.55,17.93,48.06,-74.68,-56.59,1.83
1762942461.9950924,-52.94,-76.42,14.58,38.26,19.43,34.93,-65.92,16.63
1762942462.2033153,-14.78,-52.32,53.19,-50.79,68.6,41.1,63.35,-65.79
1762942462.441997,48.52,-2.66,24.72,27.94,-7.06,46.63,-70.45,-78.54
1762942462.6478016,59.18,30.53,28.92,-32.96,-48.52,10.87,11.5,67.79
1762942462.8556287,58.36,-12.99,59.13,16.33,7.73,-14.28,-65.0,40.53
1762942463.062895,10.92,59.88,-36.72,-0.53,-29.34,48.65,70.72,65.47
1762942463.2723355,36.15,-67.1,40.92,-43.49,30.23,42.87,58.38,-24.46
1762942463.479883,-35.88,-4.4,-11.9,64.36,28.34,-39.6,70.41,-56.19
1762942463.7025075,-38.65,-44.37,1.09,-61.45,-0.3,-16.06,-61.84,75.92
1762942463.911147,63.67,43.85,75.11,-22.67,21.61,-35.82,-16.96,51.68
1762942464.1182282,-24.19,-9.79,51.49,-67.29,-5.3,51.01,-54.75,-50.77
1762942464.3254135,30.65,-37.41,64.96,20.33,-46.56,-46.21,9.78,64.57
1762942464.532286,18.17,-59.89,-33.22,29.6,15.32,20.28,-44.54,50.88
1762942464.7399836,-61.53,64.2,-12.79,-62.43,28.17,19.44,-51.07,1.23
1762942464.9473746,61.63,-64.14,-4.17,-31.34,54.43,17.03,33.28,76.83
1762942465.1712518,1.55,60.26,6.53,-56.13,-20.48,-51.63,-46.94,22.72
1762942465.3960183,51.63,-2.41,51.46,-7.42,17.75,-69.43,-72.04,-51.07
1762942465.6206605,18.11,73.48,37.3,59.56,78.05,-41.91,-59.79,60.23
1762942465.8288665,-34.19,-22.86,-69.13,-13.07,-33.97,-61.66,79.22,-46.12
1762942466.0374815,57.28,-50.04,-42.68,24.71,-29.68,-53.6,64.9,26.83
1762942466.2444754,27.72,-59.45,22.4,55.78,18.18,8.31,78.24,54.64
1762942466.4512026,78.47,-70.64,58.51,-41.72,-71.02,-1.43,7.27,-10.38
1762942466.658957,-58.06,-32.23,79.84,-7.61,-10.07,-61.35,13.88,-38.52
1762942466.8676453,-21.87,24.93,73.44,-77.12,30.48,-30.1,-36.61,-38.54
1762942467.0752923,11.19,29.56,-65.46,15.74,35.54,-76.89,20.19,75.86
1762942467.3166058,70.37,-7.02,-55.13,47.05,47.83,76.88,6.61,-18.0
1762942467.541572,-3.54,39.76,-69.23,35.17,-65.76,45.84,8.16,60.14
1762942467.7503572,3.81,-57.66,8.95,49.43,-29.5,-6.89,26.79,-34.96
1762942467.95738,29.23,56.96,-19.78,65.85,-63.79,33.05,-30.03,50.35
1762942468.1661353,43.49,72.56,-18.71,-47.41,71.31,-28.39,-6.13,1.76
1762942468.3737779,-72.62,-43.51,41.74,-33.95,67.04,17.49,62.2,37.63
1762942468.5822623,54.87,48.18,31.3,-37.95,53.12,-17.26,-62.95,68.17
1762942468.7895858,70.59,-50.36,-52.99,50.48,-59.14,-75.67,-78.71,-70.25
1762942468.9968722,0.59,51.05,-68.95,-21.62,74.36,-39.45,36.37,27.29
1762942469.2370586,66.31,71.77,-28.04,-34.39,-59.83,44.52,-46.62,43.69
1762942469.475564,16.6,45.8,-26.77,-32.87,32.67,46.11,79.48,22.21
1762942469.7149599,-47.86,-11.26,-4.37,-62.56,-34.68,-7.86,66.27,51.6
1762942469.9235082,76.17,39.16,-14.21,-14.07,-57.3,13.09,10.21,69.53
1762942470.1315367,56.9,71.43,-34.4,-61.5,-16.13,73.25,5.84,-46.79
1762942470.3386996,-0.11,-52.85,57.12,-73.3,28.78,79.96,58.89,-28.53
1762942470.5468965,18.81,53.32,17.71,-72.18,-23.39,-3.74,52.27,4.93
1762942470.7547598,50.1,-44.08,-66.81,-79.85,-36.63,43.59,-11.61,-68.92
1762942470.9617927,-51.25,-49.13,-63.37,66.51,-33.22,29.5,8.97,-27.87
1762942471.1707637,-53.22,19.73,40.37,16.04,13.87,30.09,-4.45,-24.89
1762942471.3923151,-74.81,-67.62,48.54,-53.76,-56.51,-73.05,-3.89,-25.03
1762942471.6309538,42.65,16.77,11.35,17.28,9.52,-71.78,26.83,69.88
1762942471.8393023,34.76,52.67,-9.71,70.08,-12.94,4.37,39.8,52.93
1762942472.047356,-54.07,-54.44,53.05,74.16,-57.88,53.96,-21.57,18.46
1762942472.2557328,58.84,-26.9,-27.7,-71.48,4.26,-73.93,14.93,33.54
1762942472.4638186,-12.73,78.05,-7.54,-13.73,-79.72,75.26,47.19,59.4
1762942472.6711724,2.47,29.45,-43.04,77.32,-7.64,-58.45,-58.45,-42.57
1762942472.8786392,41.85,49.89,6.83,35.12,-3.34,-56.11,-35.19,-31.54
1762942473.0856297,-62.81,57.27,-30.64,67.05,-32.03,-35.76,13.5,-74.96
1762942473.2919283,-77.54,-5.14,-33.31,41.06,74.19,-60.4,-56.93,26.28
1762942473.500066,24.87,-40.98,76.55,29.05,-30.66,71.77,-23.65,-52.59
1762942473.7075198,1.69,-62.65,-39.71,71.79,52.51,3.46,34.56,-24.42
1762942473.9140127,-21.91,45.22,55.82,-4.48,-66.96,15.18,30.8,3.85
1762942474.1216035,68.07,-51.55,-44.96,29.13,7.01,-46.92,-40.78,-37.56
1762942474.3291662,40.71,-11.52,50.54,51.88,-26.14,-28.59,27.94,-36.13
1762942474.5366564,-66.88,-69.71,43.14,-27.49,0.32,-6.38,39.54,-3.39
1762942474.7673907,-75.85,-11.74,-20.69,-6.69,-37.42,-12.99,40.19,73.43
1762942474.9845386,73.97,-21.75,-44.57,28.61,-63.68,-54.55,42.24,3.5
1762942475.239921,-74.51,8.7,-49.86,13.24,-13.65,-69.36,28.09,-64.15
1762942475.462365,5.88,-12.86,-61.23,67.07,4.79,57.96,43.94,16.26
1762942475.703139,-17.81,12.95,-25.68,21.5,-31.35,-14.18,-21.21,36.38
1762942475.9428263,-53.42,14.87,52.91,-10.03,-44.54,78.47,-9.84,-13.8
1762942476.166786,-18.81,36.68,24.93,-42.04,-17.62,78.14,-3.46,21.14
1762942476.3748825,-48.39,71.71,-75.42,22.05,-61.3,-77.13,65.69,53.53
1762942476.581904,-28.02,4.84,-75.17,37.56,4.5,76.22,-29.94,-27.69
1762942476.7900538,28.37,37.86,-28.96,3.97,-43.28,-27.04,73.24,74.07
1762942476.9973128,-18.7,-76.9,53.64,-23.2,-41.15,-10.39,-72.51,5.33
1762942477.2053075,61.18,-18.52,34.9,29.11,73.5,54.09,15.74,-76.32
1762942477.4117968,-78.49,-63.1,34.01,10.48,78.3,-14.96,-37.47,-69.7
1762942477.619585,-45.37,40.74,74.0,7.37,-65.74,41.21,-65.85,21.88
1762942477.827893,-27.09,-50.25,67.37,73.68,5.33,-52.99,-30.63,-15.44
1762942478.0366368,27.49,-74.04,70.17,14.81,-70.08,49.85,48.31,79.58
1762942478.2438493,-7.43,58.95,-34.95,69.91,-50.63,24.02,-50.56,-69.45
1762942478.4513195,-34.09,72.11,58.38,-58.52,-44.75,-71.12,43.22,-73.29
1762942478.6582768,65.36,-59.6,-17.2,-25.36,53.2,75.46,34.03,-53.17
1762942478.8656871,-23.44,-37.54,-68.59,14.95,2.87,-65.94,-16.6,-46.1
1762942479.1051028,-20.02,70.38,26.27,-9.29,17.58,16.91,-25.89,-74.51
1762942479.3439074,52.42,-38.95,-51.98,61.73,53.67,58.27,-39.29,37.85
1762942479.583812,-32.95,-20.31,72.11,78.54,74.19,37.59,49.83,-3.66
1762942479.8070664,-40.42,38.89,26.11,-74.09,54.24,40.61,69.64,-15.82
1762942480.0466068,-7.63,-54.21,33.63,-4.71,-52.95,-14.8,79.74,-42.84
1762942480.2871203,-52.66,22.61,0.71,-77.46,10.29,-31.1,19.93,-79.16
1762942480.5267997,-60.46,-28.53,-34.08,54.31,-7.93,73.5,-52.69,-36.91
1762942480.7659767,40.46,-37.84,41.43,28.44,61.55,12.99,-68.5,27.54
1762942480.9898918,-43.79,-78.63,66.4,37.66,-14.34,37.74,-4.38,50.92
1762942481.2298481,15.08,45.63,25.47,12.75,48.25,47.82,-26.77,78.88
1762942481.470022,37.97,25.59,-40.66,-2.91,-44.64,-65.01,-0.93,-47.79
1762942481.6768591,-75.15,48.72,-69.43,-0.15,2.27,65.59,39.45,23.69
1762942481.8840067,67.67,-55.4,-62.32,-39.95,-39.64,-6.5,53.68,-26.33
1762942482.0901918,20.25,39.55,40.6,-51.75,-5.37,-23.84,-73.19,6.79
1762942482.2944715,40.26,27.03,-29.74,63.42,-4.71,41.62,-65.65,-72.8
1762942482.500025,-25.44,-50.15,38.83,36.43,-43.7,53.64,79.69,50.86
1762942482.7924354,66.72,-1.84,9.01,-63.46,60.31,48.28,-26.07,-4.99
1762942483.0028505,-10.23,17.24,-48.75,44.99,30.27,-67.41,-10.54,-42.82
1762942483.221317,-79.26,-8.48,62.68,-64.56,39.74,-47.18,10.46,68.81
1762942483.4288058,3.71,-73.54,-50.98,79.8,-17.14,35.84,-43.15,21.6
1762942483.6498623,-67.22,-54.47,22.81,-31.11,20.39,-15.83,-19.98,-43.49
1762942483.8627594,20.44,4.55,-28.37,-69.09,-52.28,13.49,36.0,75.43
1762942484.0726314,11.28,-37.15,0.16,47.68,-69.3,31.04,-45.03,-76.18
1762942484.2857683,54.6,62.78,-25.97,2.54,-36.42,56.89,68.09,16.6
1762942484.493019,-4.12,-70.83,-17.13,-9.41,-1.99,43.05,-66.4,-2.68
1762942484.6986973,6.11,67.48,71.54,68.56,-43.92,-31.93,56.39,4.23
1762942484.915974,6.14,28.21,-19.87,-68.42,35.55,47.12,71.34,-7.26
1762942485.1226838,36.06,-63.92,-62.31,49.0,39.06,56.7,-17.85,50.33
1762942485.3386385,-34.39,34.77,59.38,-62.02,70.44,64.28,-34.62,42.24
1762942485.5573285,39.96,-78.59,39.89,-6.99,-48.03,32.68,-22.45,-62.94
1762942485.8115096,-43.34,-76.61,-15.21,-60.75,27.03,10.35,23.07,4.12
1762942486.0507274,-20.72,-35.16,-70.56,-26.26,-39.36,12.93,36.59,-22.17
1762942486.2572653,64.01,73.97,-43.32,78.43,-78.76,12.93,58.68,11.54
1762942486.472568,38.82,-75.04,19.24,69.7,66.87,77.21,52.94,12.79
1762942486.6776116,52.81,-15.37,47.1,74.71,55.52,-3.61,79.37,-2.19
1762942486.8742604,76.67,18.98,-43.01,-2.5,65.9,33.03,36.54,-67.34
1762942487.0791755,20.31,14.85,-35.07,-10.96,-70.79,-5.47,51.69,-30.86
1762942487.2872667,57.98,-4.27,27.31,-75.7,13.19,-75.87,-35.94,-34.54
1762942487.4940875,49.39,60.5,3.75,-49.58,-78.35,-7.1,-58.37,-75.86
1762942487.701968,2.89,17.61,17.48,69.5,-24.66,-69.92,56.19,-14.08
1762942487.9094217,60.62,52.25,-5.47,35.46,56.45,70.7,3.79,-75.75
1762942488.1176162,8.94,-9.55,-57.31,-10.2,-34.94,11.74,59.04,-72.24
1762942488.3227768,-47.71,-78.94,67.23,-11.92,-1.21,-19.59,-54.67,59.03
1762942488.5270524,-31.39,68.87,-26.34,-19.38,19.58,-70.9,-34.71,-30.96
1762942488.7508037,-49.53,77.6,-1.58,42.26,-18.4,-69.99,-8.62,-59.56
1762942489.0088563,-63.06,-70.58,54.17,5.96,42.81,-44.54,-39.02,12.96
1762942489.2269154,32.28,34.5,-20.81,42.72,3.36,59.21,69.46,-78.42
1762942489.4426718,-74.14,12.17,-34.82,5.11,37.19,-37.84,-22.86,-77.28
1762942489.6575823,-23.19,-65.92,18.02,-14.27,6.5,-75.28,4.5,-74.91
1762942489.8710492,25.14,64.61,62.84,-13.85,26.61,51.01,-13.89,-8.19
1762942490.0901027,24.04,25.49,54.44,-16.85,20.49,-65.2,-14.47,-31.18
1762942490.3439374,46.12,26.78,25.73,-57.26,-1.89,-50.2,-55.72,64.29
1762942490.557617,72.07,34.96,-37.42,13.43,-66.97,35.31,36.98,62.47
1762942490.7640357,21.25,69.86,-52.47,-58.69,10.83,33.86,21.55,76.66
1762942490.9720366,-39.33,-50.32,-46.52,52.99,-21.08,42.52,58.96,-9.16
1762942491.1994994,-37.59,40.91,50.66,-20.15,-15.08,-32.05,58.6,-15.46
1762942491.4140694,21.86,44.68,63.4,-55.6,37.97,-7.0,46.97,33.98
1762942491.6241877,-31.64,-49.52,77.13,74.03,-42.87,-74.99,9.83,-36.63
1762942491.8314524,24.14,-27.49,-38.48,-62.79,15.94,-42.58,56.56,14.12
1762942492.040005,-68.84,-79.18,-73.87,66.24,-31.13,-54.39,6.26,-42.36
1762942492.2643702,-0.72,-24.41,40.08,-0.3,47.5,-41.55,-77.31,77.04
1762942492.475693,-55.55,-62.34,57.95,-71.34,-78.44,39.94,-65.71,52.39
1762942492.7196033,57.92,-65.73,-42.2,26.68,-75.51,-69.14,70.83,-71.72
1762942492.9422395,-0.71,-68.18,-4.99,1.99,26.27,-46.87,25.34,-10.92
1762942493.1519418,-25.45,-10.53,43.27,-51.13,-2.33,23.74,39.95,50.55
1762942493.3574686,43.08,-25.25,-32.63,-3.71,-24.68,17.04,-67.24,3.41
1762942493.5784576,0.59,32.7,-50.59,-79.49,-75.08,14.99,32.68,-56.75
1762942493.7907414,-39.0,3.74,-22.11,51.1,-38.16,-51.08,-53.27,6.0
1762942494.0004265,-14.0,15.96,-20.26,-41.41,-58.33,-15.33,-26.53,-70.76
1762942494.1840873,-29.02,-69.3,76.68,-65.23,53.02,-62.3,60.3,26.58
1762942494.3904727,18.71,23.67,-77.23,34.07,-27.3,49.78,30.7,50.47
1762942494.5960104,-75.57,59.04,-70.17,42.79,54.92,-5.96,-50.07,63.46
1762942494.8174777,-20.63,13.37,-59.16,-17.71,-52.47,36.91,-63.23,23.52
1762942495.0239391,-30.91,6.6,-7.17,57.24,40.4,44.61,22.3,73.96
1762942495.2348797,42.27,60.36,-48.21,67.95,41.74,79.13,-36.13,-52.26
1762942495.442493,-25.79,-8.42,-46.7,-15.29,39.12,54.14,-62.13,-22.49
1762942495.6504188,60.79,-29.38,13.09,28.9,52.34,-75.42,-61.54,79.16
1762942495.857008,7.71,35.7,-40.41,-75.5,33.22,-19.24,67.79,-21.19
1762942496.064297,-70.02,47.42,-56.6,40.28,70.66,3.8,39.6,9.78
1762942496.2725682,77.67,55.17,-41.75,-68.47,-74.8,-58.27,-9.64,-75.4
1762942496.4792597,29.13,42.81,10.58,-40.85,-48.23,22.72,-43.48,24.45
1762942496.6867945,-33.58,1.95,24.77,25.01,22.74,5.89,32.12,13.51
1762942496.8951075,3.31,52.95,18.13,-42.37,-68.46,-43.67,62.32,24.29
1762942497.103908,-16.71,43.91,23.6,-48.6,61.63,-3.3,8.96,11.96
1762942497.3105454,-25.6,-69.62,-41.5,-72.99,15.12,-49.05,-71.34,-75.86
1762942497.5170383,-35.15,68.04,28.4,6.76,68.4,-31.83,2.58,-52.84
1762942497.7255213,-11.63,67.29,-79.18,35.99,15.69,39.42,76.74,21.39
1762942497.932934,79.88,4.57,13.96,-52.1,10.28,78.98,67.29,26.15
1762942498.1390493,-44.81,62.73,66.34,-31.15,-39.29,-63.59,79.6,70.45
1762942498.3502412,77.94,56.62,27.51,36.42,3.27,-10.53,-28.06,42.16
1762942498.5569413,9.56,-39.64,-8.89,-53.08,-38.35,60.91,20.76,-72.29
1762942498.7596421,-21.05,-43.88,59.91,0.94,-21.86,25.5,-78.0,-69.01
1762942498.9766784,-73.9,41.85,-69.75,27.48,14.34,-25.79,-32.6,14.52
1762942499.1954508,42.41,24.75,-72.84,-70.81,-13.94,20.1,-30.72,77.23
1762942499.4180253,-13.06,24.73,35.11,52.75,31.09,-31.48,76.03,-79.3
1762942499.6259305,6.74,-52.77,-57.36,-54.57,-3.05,29.74,27.75,-65.13
1762942499.8263476,-72.15,22.89,-3.02,-36.57,-9.01,23.47,1.71,1.67
1762942500.033134,-34.69,-63.12,-5.08,-22.27,48.75,-64.98,8.34,-59.85
1762942500.242385,-47.6,3.53,33.92,-11.59,-12.48,-47.85,-3.63,-17.29
1762942500.4458163,-15.0,-25.27,-68.46,64.09,54.86,58.05,24.06,79.35
1762942500.6539578,49.37,-9.91,35.36,24.57,-40.77,39.11,-12.29,12.31
1762942500.8605802,72.67,28.01,-13.01,-40.57,-46.03,-10.13,-17.23,-19.56
1762942501.0690386,-73.17,72.57,-24.46,79.5,-52.27,-40.36,46.29,73.35
1762942501.2765672,-68.95,40.48,62.12,-9.27,-47.85,10.78,72.05,-63.04
1762942501.4818163,-74.51,-2.05,-41.87,75.14,44.3,56.24,64.57,63.05
1762942501.689911,-68.78,47.17,-35.19,-51.84,-78.87,7.41,-10.14,46.59
1762942501.897366,77.53,64.72,0.33,10.76,55.84,-59.0,55.95,19.58
1762942502.106528,-43.53,28.63,57.82,33.88,-18.83,39.7,42.34,39.16
1762942502.3135746,46.27,0.25,70.62,70.9,-59.69,49.66,16.5,-8.38
1762942502.521342,4.8,-37.72,-39.68,-31.67,13.57,12.36,13.56,0.69
1762942502.7281103,-43.32,-49.69,-10.14,14.22,-14.41,-10.26,16.3,-74.7
1762942502.935537,7.6,45.76,51.1,72.88,-30.66,49.04,66.5,-47.58
1762942503.1435106,13.15,-17.69,24.5,5.18,31.64,16.66,-15.85,-44.68
1762942503.35127,-21.29,76.48,38.58,-45.1,-20.53,-74.1,59.69,-79.82
1762942503.5591788,-77.15,9.3,66.84,20.51,69.62,-75.12,-23.39,79.16
1762942503.7667146,52.65,21.54,-8.63,77.42,3.44,-6.78,-0.18,-60.29
1762942503.982864,47.61,30.68,11.26,79.64,-50.24,-68.85,30.61,25.03
1762942504.19462,-8.81,26.45,18.55,-42.63,76.05,-10.43,-66.21,72.15
1762942504.40315,34.19,40.67,12.99,58.11,46.09,-67.0,-9.28,54.52
1762942504.611019,-57.02,38.05,-28.07,2.76,-50.12,45.24,12.34,15.53
1762942504.817905,8.83,54.77,-40.16,-70.54,-52.02,49.68,21.49,62.2
1762942505.0257478,2.87,-6.27,-24.73,-7.91,56.49,65.04,-50.25,-16.51
1762942505.232805,-69.92,-24.37,27.75,-37.63,75.27,-69.98,74.01,69.13
1762942505.4486609,-16.41,-38.76,-6.19,5.42,16.02,45.57,-13.64,-7.04
1762942505.6492882,24.88,69.17,-78.44,78.37,2.35,5.74,42.48,61.93
1762942505.856866,26.68,-69.74,45.69,69.47,46.62,-19.72,42.91,24.78
1762942506.0650332,-16.47,-14.52,-37.4,68.4,10.66,10.84,-56.92,49.36
1762942506.2723687,33.24,62.63,69.94,-53.4,10.09,-47.16,47.38,3.09
1762942506.4802577,-51.36,-10.89,-37.53,-35.78,41.66,67.54,-64.79,6.38
1762942506.6877656,-19.2,-32.25,6.23,53.0,59.55,-13.84,-36.2,-11.66
1762942506.8938148,-26.56,61.75,-57.63,43.03,-20.48,17.79,-25.78,-17.31
1762942507.1006925,66.82,-73.91,65.4,-72.25,42.72,-75.21,51.86,-1.7
1762942507.3241773,-11.51,66.08,-31.83,-32.13,-6.17,-37.62,1.57,79.11
1762942507.5309713,-55.1,70.09,56.99,3.25,68.07,27.54,-42.03,10.98
1762942507.7385588,-4.92,16.8,-2.05,-16.95,-74.92,57.33,34.73,66.76
1762942507.9507232,46.62,67.57,-31.82,-11.96,61.75,-26.33,-35.59,-62.41
1762942508.1687424,-49.85,-52.11,-25.61,46.97,-14.6,17.29,-71.48,26.92
1762942508.3758295,-35.44,39.24,37.04,55.11,-64.44,11.04,-19.13,-74.16
1762942508.5830097,-43.21,-79.46,-70.58,-43.94,-23.48,40.44,-69.43,-2.16
1762942508.7908492,-6.42,-28.63,62.38,-72.76,-20.43,45.1,6.73,-71.41
1762942509.1392484,-22.29,-9.3,-0.25,30.04,11.65,-22.82,38.75,-7.49
1762942509.345601,-25.84,37.29,9.84,-63.26,-40.65,-5.72,68.47,-17.48
1762942509.5678551,-62.97,-41.16,-31.35,-16.32,75.55,19.16,-32.46,48.56
1762942509.773015,20.55,-73.41,21.0,-0.39,-34.76,12.68,43.32,25.5
1762942509.9791298,29.43,-4.73,-14.13,30.93,-53.8,74.88,55.8,-11.74
1762942510.1858864,-17.73,-1.07,-78.82,-68.38,75.15,61.47,7.99,-12.33
1762942510.3928156,12.72,-11.72,-20.03,-37.96,-11.09,7.44,12.45,32.81
1762942510.5986974,74.32,-30.06,36.43,47.95,5.55,-74.47,-10.28,13.17
1762942510.8064818,-2.34,-36.88,-42.49,34.84,11.33,4.97,75.71,-68.14
1762942511.0141625,-51.67,11.36,40.97,15.8,-35.2,62.46,1.74,39.31
1762942511.2211037,48.43,-31.09,-52.44,-56.5,61.29,-47.3,53.18,-16.02
1762942511.426787,-45.05,23.89,-67.97,33.27,-27.14,-22.13,16.77,-74.42
1762942511.6495318,4.62,54.38,-54.92,3.46,-2.14,-67.22,25.44,-52.2
1762942511.8566139,-21.97,-68.4,-30.25,7.94,73.92,41.89,24.42,-57.58
1762942512.071143,42.31,70.95,-48.23,-5.37,-11.4,54.55,-18.85,-58.95
1762942512.2837167,-41.02,-1.39,79.44,-32.65,19.35,55.61,-29.05,-39.97
1762942512.4894927,-73.23,9.82,-42.94,-39.22,13.61,3.91,22.21,67.66
1762942512.7106223,-37.63,61.94,-30.97,-59.84,-63.23,4.29,58.83,-41.12
1762942512.9162576,-62.11,48.22,29.38,-31.74,70.45,32.65,73.7,55.14
1762942513.1221478,30.55,54.72,15.01,-56.94,-3.71,60.31,-8.55,-8.62
1762942513.32667,38.48,-51.0,-33.47,67.33,69.86,6.36,2.58,1.03
1762942513.5338054,1.59,-22.08,-77.75,79.98,15.09,17.06,-18.07,-75.25
